Category,Crop,QueryType,StateName,DistrictName,BlockName,Hour of the day,Month
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,10,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,SINGARENI,10,11
Others,Others,Weather,TELANGANA,KHAMMAM,KONIJERLA,10,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,10,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,KHAMMAM (RURAL),10,11
Others,Others,Weather,GUJARAT,AHMADABAD,AHMADABAD CITY,9,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,MORADABAD,9,11
Fruits,Strawberry,187,UTTARAKHAND,HARIDWAR,ROORKEE,9,11
Others,0,Weather,TELANGANA,KHAMMAM,BONAKAL,9,11
Cereals,Wheat,187,RAJASTHAN,AJMER,PISANGAN,9,11
Vegetables,Potato,187,CHHATTISGARH,MAHASAMUND,MAHASAMUND,9,11
Cereals,Paddy (Dhan),187,TELANGANA,KHAMMAM,MADHIRA,9,11
Fruits,Ber,187,WEST BENGAL,NADIA,HANSKHALI,9,11
Animal,POULTRY  FARM ,187,CHHATTISGARH,MAHASAMUND,BAGBAHARA,8,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,8,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,ENKOOR,8,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,DILARI,8,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,KHAMMAM (RURAL),8,11
Fiber Crops,Cotton (Kapas),187,TELANGANA,KHAMMAM,BURGAMPAHAD,8,11
0,0,Weather,UTTAR PRADESH,MORADABAD,BHAGATPUR TANDA,8,11
Others,Others,Weather,GUJARAT,ANAND,BORSAD,8,11
Millets,Maize (Makka),187,TELANGANA,KHAMMAM,CHINTHAKANI,7,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,THAKURDWARA,7,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,KUSUMANCHI,7,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,KUSUMANCHI,7,11
Vegetables,Cucumber,187,WEST BENGAL,NADIA,CHAPRA,7,11
Vegetables,Bitter Gourd,187,WEST BENGAL,JALPAIGURI,DHUPGURI,7,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,BANIYAKHERA,6,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,CHINTHAKANI,21,11
Others,Others,Weather,RAJASTHAN,AJMER,0,21,11
Oilseeds,Mustard,187,WEST BENGAL,NADIA,HANSKHALI,20,11
Others,Others,Weather,RAJASTHAN,AJMER,0,20,11
Others,Others,Weather,RAJASTHAN,AJMER,ARAIN,20,11
Fruits,Guava,187,WEST BENGAL,NADIA,TEHATTA-II,20,11
Vegetables,Cucumber,187,WEST BENGAL,NADIA,CHAPRA,20,11
Others,Others,Weather,RAJASTHAN,AJMER,0,19,11
Cereals,Paddy (Dhan),187,TELANGANA,KHAMMAM,MADHIRA,19,11
Others,0,Weather,RAJASTHAN,AJMER,KEKRI,19,11
Others,Others,Weather,RAJASTHAN,AJMER,0,19,11
Vegetables,Brinjal,187,WEST BENGAL,NADIA,KRISHNAGAR-I,19,11
Others,Others,Weather,RAJASTHAN,AJMER,0,19,11
Cereals,Barley (Jau),187,RAJASTHAN,AJMER,KEKRI,19,11
Others,Others,Weather,RAJASTHAN,AJMER,0,19,11
Cereals,Wheat,187,RAJASTHAN,AJMER,BHINAY,19,11
Others,Others,Weather,RAJASTHAN,AJMER,0,18,11
Oilseeds,Mustard,187,WEST BENGAL,NADIA,CHAPRA,18,11
Condiments and Spices,Cumin,187,GUJARAT,AHMADABAD,DHANDHUKA,18,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,KAMEPALLY,18,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,SINGARENI,18,11
Animal,"Bovine(Cow,Buffalo)",187,RAJASTHAN,AJMER,SRINAGAR,18,11
Flowers,Rose,187,RAJASTHAN,AJMER,KISHANGARH,18,11
Flowers,Rose,187,RAJASTHAN,AJMER,KISHANGARH,18,11
Cereals,Paddy (Dhan),187,TELANGANA,KHAMMAM,THALLADA,18,11
Cereals,Paddy (Dhan),187,TELANGANA,KHAMMAM,THALLADA,18,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,PANWASA,18,11
Others,Others,Weather,UTTARAKHAND,HARIDWAR,LAKSAR,18,11
Others,Others,Weather,CHHATTISGARH,MAHASAMUND,PITHORA,18,11
Cereals,Paddy (Dhan),187,TELANGANA,KHAMMAM,THALLADA,18,11
0,0,Weather,WEST BENGAL,NADIA,TEHATTA-I,18,11
Condiments and Spices,Cumin,187,GUJARAT,AHMADABAD,0,17,11
Vegetables,Cucumber,187,WEST BENGAL,NADIA,NAKASHIPARA,17,11
Vegetables,Cucumber,187,WEST BENGAL,NADIA,TEHATTA-II,17,11
Vegetables,Brinjal,187,WEST BENGAL,JALPAIGURI,KUMARGRAM,17,11
Vegetables,Dolichos Bean,187,WEST BENGAL,NADIA,RANAGHAT-II,17,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,KONIJERLA,17,11
Vegetables,Cucumber,187,WEST BENGAL,NADIA,CHAPRA,17,11
Condiments and Spices,Cumin,187,GUJARAT,AHMADABAD,BAVLA,17,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,17,11
Vegetables,Potato,Field Preparation,CHHATTISGARH,RAIGARH,SARANGARH,17,11
Vegetables,Tomato,187,CHHATTISGARH,MAHASAMUND,BAGBAHARA,16,11
Oilseeds,Groundnut (pea nut/mung phalli),187,TELANGANA,KHAMMAM,TEKULAPALLY,16,11
Others,0,Weather,UTTAR PRADESH,MORADABAD,MUNDA PANDEY,16,11
Sugar and Starch Crops,Sugarcane (Noble Cane),187,UTTAR PRADESH,MORADABAD,BILARI,16,11
Others,Others,Weather,RAJASTHAN,AJMER,KISHANGARH,16,11
Others,Others,Weather,RAJASTHAN,AJMER,BHINAY,16,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,TEKULAPALLY,16,11
Cereals,Wheat,187,UTTARAKHAND,HARIDWAR,ROORKEE,16,11
Cereals,Wheat,187,UTTARAKHAND,HARIDWAR,ROORKEE,16,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,THAKURDWARA,15,11
Others,Others,Weather,UTTARAKHAND,HARIDWAR,ROORKEE,15,11
Others,Others,Market Information,TELANGANA,KHAMMAM,SINGARENI,15,11
Condiments and Spices,Cumin,187,RAJASTHAN,AJMER,MASOODA,15,11
Fruits,Papaya,187,TELANGANA,KHAMMAM,KHAMMAM (URBAN),15,11
Pulses,Black Gram (urd bean),187,TELANGANA,KHAMMAM,MADHIRA,15,11
Others,Others,Weather,WEST BENGAL,NADIA,NAKASHIPARA,15,11
Others,Others,Weather,RAJASTHAN,AJMER,ARAIN,15,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,14,11
Others,Others,Weather,RAJASTHAN,AJMER,BHINAY,14,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,0,14,11
Vegetables,Cucumber,187,WEST BENGAL,NADIA,NAKASHIPARA,14,11
Cereals,Paddy (Dhan),187,GUJARAT,AHMADABAD,DHOLKA,14,11
Cereals,Wheat,Market Information,UTTAR PRADESH,MORADABAD,THAKURDWARA,14,11
Millets,Maize (Makka),187,TELANGANA,KHAMMAM,KAMEPALLY,14,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,VENKATAPURAM,14,11
Cereals,Paddy (Dhan),187,TELANGANA,KHAMMAM,VEMSOOR,14,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,14,11
Fruits,Banana,187,WEST BENGAL,NADIA,KARIMPUR-II,13,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,BILARI,13,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,BANIYAKHERA,13,11
Vegetables,Potato,187,WEST BENGAL,JALPAIGURI,MAYNAGURI,13,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,KALLUR,13,11
Others,Others,Weather,UTTARAKHAND,HARIDWAR,LAKSAR,13,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,13,11
Vegetables,Brinjal,187,RAJASTHAN,AJMER,ARAIN,13,11
Others,Others,Weather,RAJASTHAN,AJMER,ARAIN,13,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,0,13,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,BAHJOI,13,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,13,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,13,11
Others,Others,Weather,RAJASTHAN,AJMER,0,13,11
Others,Others,Weather,RAJASTHAN,AJMER,ARAIN,13,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,THAKURDWARA,13,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,THAKURDWARA,13,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,BANIYAKHERA,13,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,13,11
Others,Others,Weather,RAJASTHAN,AJMER,ARAIN,13,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,13,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,DILARI,13,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,MUNDA PANDEY,12,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,BILARI,12,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,KOTHAGUDEM,12,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,KOTHAGUDEM,12,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,VENKATAPURAM,12,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,MUDIGONDA,12,11
Vegetables,Bhindi(Okra/Ladysfinger),187,GUJARAT,AHMADABAD,BAVLA,12,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,12,11
Others,Others,Weather,GUJARAT,ANAND,BORSAD,12,11
Others,Others,Weather,TELANGANA,KHAMMAM,KAMEPALLY,12,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,BONAKAL,12,11
Others,Others,Weather,GUJARAT,AHMADABAD,0,12,11
0,Guava,187,WEST BENGAL,NADIA,TEHATTA-II,12,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,DILARI,12,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,0,12,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,MUNDA PANDEY,12,11
0,Chillies,187,TELANGANA,KHAMMAM,KHAMMAM (RURAL),12,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,12,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,12,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,MUNDA PANDEY,12,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,MUNDA PANDEY,12,11
Others,Others,Weather,UTTARAKHAND,HARIDWAR,ROORKEE,12,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,KUSUMANCHI,11,11
Others,0,Weather,UTTAR PRADESH,MORADABAD,DILARI,11,11
Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,11,11
Vegetables,Dolichos Bean,187,GUJARAT,AHMADABAD,BAVLA,11,11
Vegetables,0,187,GUJARAT,ANAND,BORSAD,11,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,DILARI,11,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,PANWASA,11,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,MUNDA PANDEY,11,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,DILARI,11,11
Vegetables,Potato,187,CHHATTISGARH,MAHASAMUND,BAGBAHARA,11,11
Cereals,Wheat,187,RAJASTHAN,AJMER,KEKRI,11,11
Millets,Sorghum (Jowar/Great Millet),187,GUJARAT,AHMADABAD,SANAND,11,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,DILARI,11,11
Others,Others,Weather,GUJARAT,AHMADABAD,AHMADABAD CITY,11,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,JULURUPADU,11,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,THAKURDWARA,11,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,KALLUR,11,11
Oilseeds,"Castor (Rehri, Rendi, Arandi) ",187,GUJARAT,AHMADABAD,BAVLA,11,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,DILARI,11,11
Others,0,187,GUJARAT,AHMADABAD,AHMADABAD CITY,11,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,CHANDRUGONDA,10,11
Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,10,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,SAMBHAL,10,11
0,0,187,TELANGANA,KHAMMAM,KHAMMAM (RURAL),10,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,10,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,BHAGATPUR TANDA,10,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,10,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,10,11
Others,Others,Weather,TELANGANA,KHAMMAM,YERRUPALEM,10,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,BHAGATPUR TANDA,10,11
Others,Others,Market Information,TELANGANA,KHAMMAM,SINGARENI,10,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,SINGARENI,10,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,KUNDARKI,10,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,KUNDARKI,10,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,10,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,DILARI,10,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,10,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,MUNDA PANDEY,10,11
Oilseeds,"Castor (Rehri, Rendi, Arandi) ",187,GUJARAT,AHMADABAD,VIRAMGAM,10,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,10,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,MUNDA PANDEY,10,11
Vegetables,Pea (Vegetable),187,UTTAR PRADESH,MORADABAD,DILARI,10,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,KUNDARKI,10,11
Fruits,Guava,187,UTTAR PRADESH,MORADABAD,MUNDA PANDEY,10,11
Cereals,Paddy (Dhan),187,CHHATTISGARH,MAHASAMUND,BASNA,10,11
Others,Others,Weather,GUJARAT,AHMADABAD,AHMADABAD CITY,10,11
Vegetables,Cauliflower,187,UTTARAKHAND,HARIDWAR,BAHADRABAD,10,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,THAKURDWARA,10,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,DILARI,10,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,DILARI,10,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,KUNDARKI,10,11
Others,Others,Weather,GUJARAT,AHMADABAD,BARVALA,10,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,SAMBHAL,9,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,MUNDA PANDEY,9,11
Others,Others,Weather,GUJARAT,AHMADABAD,AHMADABAD CITY,9,11
Others,Others,Weather,GUJARAT,AHMADABAD,AHMADABAD CITY,9,11
Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,9,11
Cereals,Wheat,187,CHHATTISGARH,RAIGARH,PUSSORE,9,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,CHANDRUGONDA,9,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,CHHAJLET,9,11
Others,Others,Weather,UTTARAKHAND,HARIDWAR,BAHADRABAD,9,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,CHINTHAKANI,9,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,CHINTHAKANI,9,11
Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,9,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,THAKURDWARA,9,11
Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,9,11
Oilseeds,Mustard,187,UTTAR PRADESH,MORADABAD,KUNDARKI,9,11
Others,Others,Weather,RAJASTHAN,AJMER,MASOODA,9,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,CHHAJLET,9,11
Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,9,11
Condiments and Spices,Cumin,187,GUJARAT,AHMADABAD,VIRAMGAM,9,11
Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),187,GUJARAT,AHMADABAD,DETROJ RAMPURA,8,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,DILARI,8,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,MUNDA PANDEY,8,11
Others,Others,Weather,RAJASTHAN,AJMER,0,8,11
Others,Others,Weather,UTTARAKHAND,HARIDWAR,LAKSAR,8,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,THAKURDWARA,8,11
Others,Others,Weather,RAJASTHAN,AJMER,KISHANGARH,8,11
Vegetables,Potato,187,CHHATTISGARH,MAHASAMUND,BAGBAHARA,8,11
Others,Others,Weather,RAJASTHAN,AJMER,ARAIN,8,11
Others,Others,Weather,RAJASTHAN,AJMER,ARAIN,8,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,MADHIRA,8,11
Others,Others,Weather,UTTARAKHAND,HARIDWAR,BAHADRABAD,7,11
Vegetables,Cabbage,187,WEST BENGAL,NADIA,RANAGHAT-I,7,11
Others,Others,Weather,WEST BENGAL,NADIA,KARIMPUR-II,7,11
Vegetables,Chinese Cabbage,187,TELANGANA,KHAMMAM,CHANDRUGONDA,7,11
Fiber Crops,Cotton (Kapas),187,TELANGANA,KHAMMAM,TIRUMALAYAPALEM,7,11
Oilseeds,Groundnut (pea nut/mung phalli),187,TELANGANA,KHAMMAM,TIRUMALAYAPALEM,7,11
Vegetables,Cauliflower,187,CHHATTISGARH,RAIGARH,DHARAMJAIGARH,6,11
Others,Others,Weather,GUJARAT,AHMADABAD,AHMADABAD CITY,21,11
Cereals,Paddy (Dhan),187,TELANGANA,KHAMMAM,KHAMMAM (RURAL),21,11
Cereals,Wheat,187,RAJASTHAN,AJMER,BHINAY,20,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,ENKOOR,20,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,VENKATAPURAM,20,11
Cereals,Barley (Jau),187,RAJASTHAN,AJMER,BHINAY,20,11
Others,Others,Weather,UTTARAKHAND,HARIDWAR,KHANPUR,20,11
Others,Others,Weather,RAJASTHAN,AJMER,BHINAY,19,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,YERRUPALEM,19,11
Cereals,Wheat,187,CHHATTISGARH,RAIGARH,DHARAMJAIGARH,19,11
Others,Others,Weather,RAJASTHAN,AJMER,0,19,11
Others,Others,Weather,RAJASTHAN,AJMER,0,19,11
Vegetables,Cucumber,187,WEST BENGAL,NADIA,CHAPRA,18,11
Others,Others,Weather,RAJASTHAN,AJMER,ARAIN,18,11
Others,Others,Weather,GUJARAT,AHMADABAD,DASKROI,18,11
Vegetables,Cucumber,187,WEST BENGAL,NADIA,CHAPRA,18,11
Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,18,11
Others,Others,Weather,RAJASTHAN,AJMER,KISHANGARH,18,11
Cereals,Wheat,187,GUJARAT,ANAND,TARAPUR,18,11
Fodder Crops,fodder sorghum,187,GUJARAT,AHMADABAD,SANAND,18,11
Vegetables,Chillies,187,WEST BENGAL,JALPAIGURI,DHUPGURI,17,11
Vegetables,Potato,187,WEST BENGAL,NADIA,KARIMPUR-II,17,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,MUNDA PANDEY,17,11
Vegetables,Onion,187,WEST BENGAL,NADIA,KARIMPUR-II,17,11
Others,Others,Weather,GUJARAT,AHMADABAD,VIRAMGAM,17,11
0,0,187,GUJARAT,AHMADABAD,AHMADABAD CITY,17,11
Cereals,Wheat,187,UTTAR PRADESH,MORADABAD,BANIYAKHERA,17,11
Condiments and Spices,Cumin,187,GUJARAT,AHMADABAD,VIRAMGAM,17,11
0,0,187,GUJARAT,AHMADABAD,VIRAMGAM,16,11
Cereals,Wheat,187,UTTAR PRADESH,MORADABAD,PANWASA,16,11
Oilseeds,"Castor (Rehri, Rendi, Arandi) ",187,GUJARAT,AHMADABAD,DETROJ RAMPURA,16,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,THAKURDWARA,16,11
Others,Others,Weather,GUJARAT,AHMADABAD,SANAND,16,11
Cereals,Paddy (Dhan),187,CHHATTISGARH,MAHASAMUND,SARAIPALI,16,11
Flowers,Marigold,187,WEST BENGAL,NADIA,RANAGHAT-I,15,11
Others,Others,Weather,RAJASTHAN,AJMER,0,15,11
Others,Others,Weather,GUJARAT,AHMADABAD,DASKROI,15,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,BILARI,15,11
Oilseeds,Mustard,187,WEST BENGAL,NADIA,HANSKHALI,15,11
Millets,Barnyard Millet (Kundiraivlli/Sawan,187,GUJARAT,ANAND,PETLAD,15,11
Millets,Maize (Makka),187,UTTARAKHAND,HARIDWAR,ROORKEE,15,11
Cereals,Oats ,187,UTTARAKHAND,HARIDWAR,ROORKEE,14,11
Condiments and Spices,Cumin,187,RAJASTHAN,AJMER,KEKRI,14,11
Cereals,Wheat,187,GUJARAT,ANAND,PETLAD,14,11
Fruits,Ber,187,RAJASTHAN,AJMER,KEKRI,14,11
Cereals,Paddy (Dhan),187,WEST BENGAL,NADIA,KRISHNAGAR-I,14,11
Vegetables,Pumpkin,187,WEST BENGAL,NADIA,HANSKHALI,14,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,VENKATAPURAM,14,11
Cereals,Wheat,187,UTTAR PRADESH,MORADABAD,MORADABAD,14,11
Oilseeds,Groundnut (pea nut/mung phalli),187,TELANGANA,KHAMMAM,PENUBALLY,14,11
Fruits,Bail,187,RAJASTHAN,AJMER,KISHANGARH,14,11
Vegetables,Cauliflower,187,RAJASTHAN,AJMER,JAWAJA,14,11
Medicinal and Aromatic Plants,Tulsi,187,TELANGANA,KHAMMAM,BURGAMPAHAD,13,11
Others,Others,Market Information,TELANGANA,KHAMMAM,MANUGUR,13,11
Cereals,Paddy (Dhan),187,WEST BENGAL,NADIA,KRISHNAGAR-II,13,11
0,0,187,GUJARAT,AHMADABAD,BARVALA,13,11
Medicinal and Aromatic Plants,Aloe Vera,187,UTTAR PRADESH,MORADABAD,BHAGATPUR TANDA,13,11
Vegetables,Bhindi(Okra/Ladysfinger),187,GUJARAT,AHMADABAD,BAVLA,13,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,BHAGATPUR TANDA,13,11
Vegetables,Bhindi(Okra/Ladysfinger),187,GUJARAT,AHMADABAD,BAVLA,13,11
Fruits,Papaya,187,TELANGANA,KHAMMAM,KONIJERLA,13,11
Others,Others,Weather,CHHATTISGARH,RAIGARH,LAILUNGA,13,11
Millets,Sorghum (Jowar/Great Millet),187,GUJARAT,AHMADABAD,AHMADABAD CITY,12,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,MANUGUR,12,11
Drug and Narcotics,Tobacco,187,GUJARAT,ANAND,BORSAD,12,11
Others,Others,Weather,GUJARAT,AHMADABAD,0,12,11
Cereals,Wheat,187,UTTAR PRADESH,MORADABAD,THAKURDWARA,12,11
Others,0,187,UTTARAKHAND,HARIDWAR,BHAGWANPUR,12,11
Cereals,Wheat,187,UTTAR PRADESH,MORADABAD,MUNDA PANDEY,12,11
Others,Others,Weather,GUJARAT,ANAND,PETLAD,12,11
Animal,"Bovine(Cow,Buffalo)",187,UTTARAKHAND,HARIDWAR,BHAGWANPUR,12,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,MANUGUR,12,11
Cereals,Wheat,187,UTTARAKHAND,HARIDWAR,BHAGWANPUR,12,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,KOTHAGUDEM,12,11
Others,Others,Weather,RAJASTHAN,AJMER,0,12,11
Others,Others,Weather,GUJARAT,ANAND,UMRETH,11,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,MADHIRA,11,11
Fruits,Guava,187,RAJASTHAN,AJMER,PISANGAN,11,11
Fruits,Citrus,187,RAJASTHAN,AJMER,PISANGAN,11,11
Vegetables,Bhindi(Okra/Ladysfinger),187,TELANGANA,KHAMMAM,WYRA,11,11
Others,Others,Weather,UTTAR PRADESH,MORADABAD,BHAGATPUR TANDA,11,11
Vegetables,Brinjal,187,TELANGANA,KHAMMAM,PENUBALLY,11,11
Millets,Maize (Makka),187,TELANGANA,KHAMMAM,CHINTHAKANI,11,11
Fiber Crops,Cotton (Kapas),187,TELANGANA,KHAMMAM,CHINTHAKANI,11,11
Others,Others,Weather,GUJARAT,AHMADABAD,BAVLA,11,11
Condiments and Spices,Garlic,187,WEST BENGAL,NADIA,KARIMPUR-II,11,11
Vegetables,Pointed Gourd,187,WEST BENGAL,JALPAIGURI,FALAKATA,11,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,NELAKONDAPALLY,11,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,NELAKONDAPALLY,11,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,MUDIGONDA,11,11
Others,Others,Weather,TELANGANA,KHAMMAM,KHAMMAM (URBAN),10,11
Others,Others,Weather,RAJASTHAN,AJMER,KISHANGARH,10,11
Others,Others,Weather,RAJASTHAN,AJMER,KISHANGARH,10,11
Cereals,Wheat,"	Water Management	",CHHATTISGARH,RAIGARH,BARAMKELA,10,11
Vegetables,Brinjal,187,GUJARAT,ANAND,BORSAD,10,11
Others,Others,Weather,RAJASTHAN,AJMER,ARAIN,10,11
Others,Others,Weather,RAJASTHAN,AJMER,ARAIN,10,11
Others,Others,Weather,RAJASTHAN,AJMER,JAWAJA,10,11
Others,Others,Weather,RAJASTHAN,AJMER,ARAIN,10,11
Others,Others,Weather,RAJASTHAN,AJMER,ARAIN,10,11
Cereals,Paddy (Dhan),187,TELANGANA,KHAMMAM,CHERLA,10,11
Others,Others,Weather,TELANGANA,KHAMMAM,BURGAMPAHAD,9,11
Others,Others,Weather,WEST BENGAL,NADIA,HANSKHALI,9,11
Cereals,Paddy (Dhan),187,TELANGANA,KHAMMAM,NELAKONDAPALLY,9,11
Vegetables,Pea (Vegetable),187,UTTARAKHAND,HARIDWAR,LAKSAR,9,11
Cereals,Barley (Jau),187,RAJASTHAN,AJMER,KEKRI,9,11
Others,Others,Weather,RAJASTHAN,AJMER,ARAIN,9,11
Cereals,Wheat,187,GUJARAT,AHMADABAD,BAVLA,9,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,ENKOOR,8,11
Others,Others,Weather,RAJASTHAN,AJMER,SRINAGAR,8,11
Fiber Crops,Cotton (Kapas),187,TELANGANA,KHAMMAM,JULURUPADU,8,11
Others,Others,Weather,RAJASTHAN,AJMER,0,8,11
Cereals,Paddy (Dhan),187,TELANGANA,KHAMMAM,JULURUPADU,8,11
Others,Others,Weather,RAJASTHAN,AJMER,0,8,11
Cereals,Paddy (Dhan),187,TELANGANA,KHAMMAM,JULURUPADU,8,11
Others,Others,Weather,TELANGANA,KHAMMAM,TEKULAPALLY,8,11
Oilseeds,Mustard,187,WEST BENGAL,NADIA,NAKASHIPARA,8,11
Fruits,Guava,187,WEST BENGAL,NADIA,TEHATTA-II,8,11
Pulses,Black Gram (urd bean),187,TELANGANA,KHAMMAM,0,8,11
Vegetables,Chillies,187,TELANGANA,KHAMMAM,BONAKAL,8,11
