Sector,Category,Crop,QueryType,StateName,DistrictName,BlockName,CreatedOn,Hour of the day,Month
AGRICULTURE,Others,Others,Government Schemes,RAJASTHAN,KARAULI,KARAULI,2018-09-24 15:23:06.757,15,9
HORTICULTURE,Fruits,Mosambi,Cultural Practices,UTTAR PRADESH,KAUSHAMBI,MANJHANPUR,2018-08-08 07:39:27.290,7,8
AGRICULTURE,Others,Others,Organic Farming,TELANGANA,MAHABOOBNAGAR,BOMRASPETA,2018-05-26 12:13:41.333,12,5
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,KARAULI,2018-09-02 08:45:25.720,8,9
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,TAMSI,2018-09-17 11:42:49.207,11,9
HORTICULTURE,Fruits,Mango,	Plant Protection	,CHHATTISGARH,MAHASAMUND,MAHASAMUND,2018-03-21 08:05:59.010,8,3
AGRICULTURE,Fiber Crops,Cotton (Kapas),Cultural Practices,GUJARAT,Mehsana,KHERALU,2018-08-11 09:55:39.037,9,8
AGRICULTURE,Fiber Crops,Jute,Market Information,WEST BENGAL,MURSHIDABAD,HARIHARPARA,2018-01-18 08:21:35.387,8,1
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,VELDANDA,2018-08-03 14:53:48.153,14,8
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,JAMNAGAR,BHANVAD,2018-05-13 14:59:06.543,14,5
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,OKHALKANDA,2018-04-12 19:11:06.850,19,4
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BIRBHUM,RAMPURHAT-I,2018-03-10 10:53:33.730,10,3
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,BAJPUR,2018-02-26 09:59:29.350,9,2
HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,TELANGANA,KARIMNAGAR,KARIMNAGAR,2018-02-26 15:16:25.430,15,2
HORTICULTURE,Condiments and Spices,Fennel,Cultural Practices,GUJARAT,Mehsana,KADI,2018-12-05 10:50:03.320,10,12
AGRICULTURE,Others,Others,Cultural Practices,WEST BENGAL,HOOGHLY,POLBA-DADPUR,2018-12-05 11:25:35.283,11,12
AGRICULTURE,Cereals,Wheat,Sowing Time and Weather,CHHATTISGARH,RAIGARH,BARAMKELA,2018-12-18 17:20:14.583,17,12
HORTICULTURE,Vegetables,Cabbage,Weather,WEST BENGAL,BIRBHUM,MAYURESWAR-II,2018-09-08 11:27:19.367,11,9
AGRICULTURE,Cereals,Wheat,Weather,UTTARAKHAND,UDHAM SINGH NAGAR,SITARGANJ,2018-02-26 07:12:10.750,7,2
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,BHOOTHPUR,2018-07-01 06:49:25.280,6,7
AGRICULTURE,Others,Others,Weather,TELANGANA,KARIMNAGAR,KODIMIAL,2018-07-22 19:15:55.630,19,7
AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,UTTAR PRADESH,LALITPUR,MEHRONI,2018-04-16 20:25:17.370,20,4
AGRICULTURE,Others,Others,Government Schemes,CHHATTISGARH,MAHASAMUND,PITHORA,2018-03-18 12:56:50.467,12,3
HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,TELANGANA,KARIMNAGAR,ELLANTHAKUNTA,2018-07-14 09:47:30.250,9,7
HORTICULTURE,Vegetables,Onion,	Plant Protection	,GUJARAT,SURENDRANAGAR,CHUDA,2018-01-27 15:46:01.170,15,1
HORTICULTURE,Vegetables,Watermelon,Weather,WEST BENGAL,HOOGHLY,DHANIAKHALI,2018-04-08 10:20:46.877,10,4
HORTICULTURE,Vegetables,Ridge Gourd,Weather,WEST BENGAL,NADIA,KRISHNAGAR-I,2018-05-22 19:50:47.343,19,5
ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Disease Management,UTTARAKHAND,NAINITAL,DHARI,2018-06-27 10:40:00.050,10,6
HORTICULTURE,Vegetables,Tomato,	Plant Protection	,GUJARAT,ANAND,UMRETH,2018-12-18 16:28:58.180,16,12
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KANPUR CITY,SHIVRAJPUR,2018-10-17 14:26:57.110,14,10
HORTICULTURE,Vegetables,Tomato,	Plant Protection	,WEST BENGAL,HOOGHLY,CHINSURAH-MAGRAH,2018-10-21 09:39:35.640,9,10
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,HOOGHLY,DHANIAKHALI,2018-12-06 21:33:48.147,21,12
AGRICULTURE,Others,Others,Cultural Practices,GUJARAT,SURENDRANAGAR,DHRANGADHRA,2018-01-12 12:16:18.507,12,1
AGRICULTURE,Others,Others,Government Schemes,CHHATTISGARH,RAIGARH,KHARSIA,2018-01-12 10:38:22.230,10,1
AGRICULTURE,Others,Others,Weather,GUJARAT,AHMADABAD,BAVLA,2018-11-09 10:28:45.033,10,11
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,MANDAWARA,2018-04-07 16:31:59.920,16,4
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,HOOGHLY,DHANIAKHALI,2018-10-18 18:28:55.090,18,10
AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,TELANGANA,MAHABOOBNAGAR,JADCHERLA,2018-08-27 07:55:05.290,7,8
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,DHANWADA,2018-10-12 16:19:43.853,16,10
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KUSHI NAGAR,FAZILNAGAR,2018-01-03 14:43:16.960,14,1
AGRICULTURE,Others,Others,Weather,GUJARAT,SURENDRANAGAR,SAYLA,2018-10-04 15:35:20.283,15,10
AGRICULTURE,Others,Others,Government Schemes,RAJASTHAN,KOTA,KHAIRABAD,2018-06-20 17:07:51.033,17,6
AGRICULTURE,Others,Others,Weather,GUJARAT,Mehsana,VISNAGAR,2018-08-29 10:06:14.153,10,8
AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weather,UTTAR PRADESH,KUSHI NAGAR,SUKRAULI,2018-01-19 17:50:28.743,17,1
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,ADILABAD,KUNTALA,2018-09-06 16:10:52.693,16,9
AGRICULTURE,Others,Others,Weather,TELANGANA,KHAMMAM,CHINTHAKANI,2018-02-03 18:08:59.360,18,2
HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,UTTAR PRADESH,DEORIA,RUDRAPUR,2018-03-28 11:48:15.797,11,3
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,BAHADRABAD,2018-02-01 13:25:53.660,13,2
AGRICULTURE,Cereals,Wheat,Storage,CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,2018-03-01 13:59:30.067,13,3
AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-03-19 17:13:50.210,17,3
AGRICULTURE,Others,Others,Cultural Practices,GUJARAT,BHAVNAGAR,TALAJA,2018-04-07 13:27:25.020,13,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BAGHPAT,BAGHPAT,2018-07-04 21:38:07.070,21,7
ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Disease Management,CHHATTISGARH,RAIGARH,BARAMKELA,2018-12-09 09:08:08.967,9,12
AGRICULTURE,Others,Others,Government Schemes,UTTAR PRADESH,LALITPUR,MANDAWARA,2018-04-01 08:51:35.287,8,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,DEORIA,TARKALUA,2018-03-31 06:54:16.573,6,3
AGRICULTURE,Millets,Maize (Makka),Fertilizer Use and Availability,TELANGANA,WARANGAL,CHERIYAL,2018-02-26 13:41:08.650,13,2
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,2018-10-11 13:02:33.217,13,10
HORTICULTURE,Vegetables,Potato,Cultural Practices,WEST BENGAL,MURSHIDABAD,BURWAN,2018-01-29 17:31:46.063,17,1
AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,UTTARAKHAND,HARIDWAR,NARSAN,2018-12-08 15:40:55.320,15,12
AGRICULTURE,Cereals,Wheat,Sowing Time and Weather,GUJARAT,Mehsana,KHERALU,2018-12-15 18:25:56.953,18,12
AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,WEST BENGAL,BIRBHUM,LABPUR,2018-03-19 16:06:36.813,16,3
AGRICULTURE,Others,Others,Weather,GUJARAT,AHMADABAD,RANPUR,2018-11-28 10:47:28.067,10,11
AGRICULTURE,Others,Others,Weather,TELANGANA,NALGONDA,TRIPURARAM,2018-12-01 12:13:17.140,12,12
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,BAHADRABAD,2018-02-04 16:39:09.350,16,2
HORTICULTURE,Condiments and Spices,Cumin,	Plant Protection	,GUJARAT,SURENDRANAGAR,MULI,2018-01-16 12:01:13.333,12,1
HORTICULTURE,Vegetables,Tomato,Cultural Practices,UTTARAKHAND,NAINITAL,BHIMTAL,2018-05-27 07:32:36.570,7,5
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,RAMGARH,2018-04-29 13:28:01.957,13,4
HORTICULTURE,Vegetables,Potato,Weather,WEST BENGAL,HOOGHLY,GOGHAT-I,2018-12-13 20:27:18.520,20,12
AGRICULTURE,Fiber Crops,Cotton (Kapas),Weed Management,TELANGANA,ADILABAD,ADILABAD,2018-06-30 17:59:09.853,17,6
AGRICULTURE,Others,Others,Weather,RAJASTHAN,JALOR,JALORE,2018-04-12 21:40:31.827,21,4
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-06-21 16:39:28.170,16,6
AGRICULTURE,Others,Others,Government Schemes,UTTAR PRADESH,LALITPUR,MEHRONI,2018-04-02 16:10:34.340,16,4
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,TELANGANA,MAHABOOBNAGAR,MANOPADU,2018-08-15 19:49:19.417,19,8
AGRICULTURE,Fiber Crops,Jute,Market Information,WEST BENGAL,MURSHIDABAD,JALANGI,2018-01-08 10:28:11.253,10,1
AGRICULTURE,Cereals,Barley (Jau),	Plant Protection	,RAJASTHAN,KOTA,SANGOD,2018-12-15 08:57:01.007,8,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,AJMER,KEKRI,2018-11-10 20:39:09.113,20,11
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,CHHATTISGARH,MAHASAMUND,BAGBAHARA,2018-03-10 07:34:15.273,7,3
AGRICULTURE,Others,Others,Weather,TELANGANA,MEDAK,ALLADURG,2018-07-11 17:53:42.857,17,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,JAKHAURA,2018-04-15 15:31:09.170,15,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KANPUR CITY,KALYANPUR,2018-10-29 22:03:16.310,22,10
HORTICULTURE,Vegetables,Pointed Gourd,Weather,WEST BENGAL,HOOGHLY,PANDUA,2018-04-14 14:29:16.000,14,4
AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Weather,WEST BENGAL,HOOGHLY,PURSURAH,2018-04-09 14:34:46.350,14,4
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,SANGOD,2018-12-16 12:11:16.820,12,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,AJMER,SRINAGAR,2018-11-19 18:14:25.220,18,11
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,MURSHIDABAD,BURWAN,2018-07-06 15:52:20.937,15,7
AGRICULTURE,Cereals,Wheat,Weed Management,UTTAR PRADESH,KAUSHAMBI,NEVADA,2018-12-26 08:33:45.537,8,12
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,HOOGHLY,POLBA-DADPUR,2018-12-29 15:24:39.717,15,12
HORTICULTURE,Vegetables,Capsicum,	Plant Protection	,UTTARAKHAND,NAINITAL,DHARI,2018-07-12 13:54:56.733,13,7
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,NIRMAL,2018-09-19 14:09:24.493,14,9
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,RAMGARH,2018-02-25 07:04:19.270,7,2
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NAGARKURNOOL,2018-08-25 13:13:16.257,13,8
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,MAHARAHGANJ,MITHAURA,2018-05-07 10:58:22.843,10,5
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,SANGOD,2018-10-25 21:19:06.607,21,10
HORTICULTURE,Vegetables,Potato,	Plant Protection	,UTTARAKHAND,NAINITAL,OKHALKANDA,2018-04-18 17:04:02.153,17,4
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,CHHATTISGARH,MAHASAMUND,MAHASAMUND,2018-03-12 09:34:08.923,9,3
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,MANOPADU,2018-07-12 13:44:08.250,13,7
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,WARANGAL,REGONDA,2018-02-26 16:41:34.660,16,2
HORTICULTURE,Vegetables,Brinjal,Nutrient Management,WEST BENGAL,MURSHIDABAD,SUTI-II,2018-01-04 09:48:08.053,9,1
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,BHIMTAL,2018-06-19 15:21:11.103,15,6
AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),	Plant Protection	,UTTAR PRADESH,KUSHI NAGAR,MOTICHAK,2018-01-31 06:54:35.250,6,1
AGRICULTURE,Cereals,Wheat,Weather,UTTAR PRADESH,LALITPUR,MANDAWARA,2018-04-24 14:45:20.257,14,4
ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Animal Breeding,UTTAR PRADESH,BAGHPAT,PILANA,2018-07-17 14:24:48.360,14,7
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,RAMGARH,2018-04-02 08:16:17.273,8,4
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,Mehsana,KHERALU,2018-08-31 15:41:48.910,15,8
AGRICULTURE,Cereals,Paddy (Dhan),Weather,UTTAR PRADESH,MAHARAHGANJ,MITHAURA,2018-05-17 19:11:33.130,19,5
AGRICULTURE,Others,Others,Seeds,GUJARAT,SURENDRANAGAR,DHRANGADHRA,2018-01-31 17:47:27.100,17,1
HORTICULTURE,Vegetables,Ash Gourd (Petha),Agriculture Mechanization,GUJARAT,BANAS KANTHA,DANTIVADA,2018-02-13 10:48:54.127,10,2
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,BIRDHA,2018-04-12 16:48:55.873,16,4
AGRICULTURE,Fiber Crops,Jute,Cultural Practices,WEST BENGAL,NADIA,NAKASHIPARA,2018-06-02 13:31:31.920,13,6
HORTICULTURE,Condiments and Spices,Coriander,	Plant Protection	,RAJASTHAN,KOTA,KHAIRABAD,2018-01-28 17:31:59.773,17,1
AGRICULTURE,Cereals,Wheat,Seeds,CHHATTISGARH,RAIGARH,RAIGARH,2018-12-07 08:27:29.040,8,12
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,MORADABAD,THAKURDWARA,2018-11-15 10:29:43.107,10,11
AGRICULTURE,Others,Others,Weather,TELANGANA,NALGONDA,NIDAMANOOR,2018-06-29 10:18:05.357,10,6
AGRICULTURE,Cereals,Wheat,Weather,UTTAR PRADESH,KAUSHAMBI,KARA,2018-08-04 13:18:48.190,13,8
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,2018-10-27 08:29:30.660,8,10
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BAGHPAT,BARAUT,2018-07-31 08:11:36.723,8,7
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,HOOGHLY,GOGHAT-II,2018-10-31 21:19:09.583,21,10
AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Plant Protection	,RAJASTHAN,JALOR,BHINMAL,2018-04-24 20:07:21.813,20,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,MORADABAD,PANWASA,2018-11-09 09:21:19.437,9,11
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,NARSAN,2018-10-29 12:39:19.637,12,10
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,VELDANDA,2018-07-28 08:51:41.893,8,7
AGRICULTURE,Cereals,Paddy (Dhan),Market Information,CHHATTISGARH,RAIPUR,DHARSIWA,2018-12-06 17:02:11.733,17,12
AGRICULTURE,Others,Others,Credit,GUJARAT,SURENDRANAGAR,DASADA,2018-01-10 11:42:35.040,11,1
HORTICULTURE,Vegetables,Watermelon,	Plant Protection	,WEST BENGAL,HOOGHLY,DHANIAKHALI,2018-04-22 10:29:20.983,10,4
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-06-16 21:14:02.167,21,6
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,MORADABAD,MORADABAD,2018-11-28 12:52:16.760,12,11
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,2018-12-28 14:23:53.283,14,12
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,HINDAUN,2018-07-15 16:30:08.800,16,7
AGRICULTURE,Others,Others,Weather,TELANGANA,MEDAK,GAJWEL,2018-07-28 07:51:27.260,7,7
AGRICULTURE,Cereals,Wheat,Weather,UTTAR PRADESH,LALITPUR,MEHRONI,2018-04-13 14:20:06.837,14,4
AGRICULTURE,Others,Others,Market Information,RAJASTHAN,KOTA,SULTANPUR,2018-01-10 11:17:56.700,11,1
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,ANAND,ANKLAV,2018-12-10 11:47:31.300,11,12
AGRICULTURE,Others,Others,	Plant Protection	,GUJARAT,Mehsana,MAHESANA,2018-08-10 12:46:35.617,12,8
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,VARANASI,KASHI VIDYAPEETH,2018-09-14 11:05:01.357,11,9
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-03-28 12:42:37.517,12,3
HORTICULTURE,Medicinal and Aromatic Plants,Betel Vine,	Plant Protection	,WEST BENGAL,MALDAH,BAMONGOLA,2018-12-17 17:07:53.207,17,12
AGRICULTURE,Cereals,Wheat,Weather,UTTARAKHAND,NAINITAL,RAMGARH,2018-03-31 11:48:50.003,11,3
AGRICULTURE,Cereals,Wheat,Weather,UTTAR PRADESH,LALITPUR,BIRDHA,2018-04-11 20:32:09.670,20,4
AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,CHHATTISGARH,BILASPUR,MARWAHI,2018-03-04 07:57:48.193,7,3
AGRICULTURE,Fiber Crops,Cotton (Kapas),Cultural Practices,GUJARAT,Mehsana,VADNAGAR,2018-08-06 09:56:27.200,9,8
AGRICULTURE,Others,Others,Weather,CHHATTISGARH,RAIPUR,DHARSIWA,2018-12-23 10:59:42.070,10,12
AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELANGANA,NALGONDA,GUNDALA,2018-02-12 10:27:38.310,10,2
AGRICULTURE,Cereals,Wheat,Weather,UTTAR PRADESH,BADAUN,QADAR CHOWK,2018-02-05 19:25:47.190,19,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,HINDAUN,2018-09-24 15:53:30.003,15,9
AGRICULTURE,Others,Others,	Water Management	,GUJARAT,KHEDA,KATHLAL,2018-06-07 20:33:21.570,20,6
AGRICULTURE,Others,Others,Weather,TELANGANA,MEDAK,DUBBAK,2018-07-12 09:15:24.067,9,7
AGRICULTURE,Others,Others,Weather,GUJARAT,Mehsana,KADI,2018-08-06 11:49:06.710,11,8
AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Weather,RAJASTHAN,KOTA,ITAWA,2018-03-04 17:48:38.323,17,3
AGRICULTURE,Others,Others,	Field Preparation	,GUJARAT,SURENDRANAGAR,DASADA,2018-01-02 11:14:15.890,11,1
AGRICULTURE,Fodder Crops,fodder sorghum,	Plant Protection	,UTTARAKHAND,HARIDWAR,ROORKEE,2018-07-31 11:28:52.877,11,7
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-10-26 19:45:14.200,19,10
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,LAKSAR,2018-07-22 15:27:13.993,15,7
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,ALMORA,CHAUKHUTIYA,2018-12-11 09:24:15.953,9,12
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,AHMADABAD,VIRAMGAM,2018-04-02 14:07:39.280,14,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,JALALABAD,2018-02-12 12:42:09.640,12,2
AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,RAJASTHAN,BUNDI,KESHORAIPATAN,2018-08-15 08:30:51.770,8,8
HORTICULTURE,Condiments and Spices,Fennel,	Plant Protection	,GUJARAT,Mehsana,VADNAGAR,2018-12-25 10:10:07.080,10,12
AGRICULTURE,Others,Others,Weather,GUJARAT,AHMADABAD,AHMADABAD CITY,2018-11-20 19:56:03.393,19,11
AGRICULTURE,Oilseeds,Mustard,Nutrient Management,WEST BENGAL,MALDAH,BAMONGOLA,2018-12-24 09:47:11.400,9,12
AGRICULTURE,Cereals,Wheat,	Water Management	,GUJARAT,Mehsana,KADI,2018-12-30 11:55:00.293,11,12
AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,KHAMMAM,KHAMMAM (RURAL),2018-02-05 19:08:25.810,19,2
AGRICULTURE,Cereals,Wheat,Weed Management,UTTARAKHAND,HARIDWAR,ROORKEE,2018-12-22 13:19:10.320,13,12
AGRICULTURE,Oilseeds,Soybean (bhat),	Plant Protection	,RAJASTHAN,BUNDI,KESHORAIPATAN,2018-08-22 11:20:23.353,11,8
HORTICULTURE,Vegetables,Potato,Government Schemes,WEST BENGAL,HOOGHLY,PANDUA,2018-12-25 11:21:28.887,11,12
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KHUDAGANJ KATRA,2018-02-26 19:54:16.147,19,2
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,LAKSAR,2018-07-10 15:16:27.307,15,7
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,PEDDAKOTHAPALLE,2018-05-30 13:52:37.343,13,5
AGRICULTURE,Others,Others,	Field Preparation	,GUJARAT,KHEDA,KAPADVANJ,2018-06-24 10:46:06.107,10,6
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,KARIMNAGAR,CHIGURUMAMIDI,2018-02-03 13:08:31.260,13,2
HORTICULTURE,Vegetables,Radish,Seeds and Planting Material,UTTAR PRADESH,BAGHPAT,KHEKRA,2018-07-19 07:28:52.403,7,7
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,2018-12-13 14:32:33.343,14,12
HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,WEST BENGAL,MURSHIDABAD,SUTI-I,2018-01-13 14:16:55.240,14,1
HORTICULTURE,Vegetables,Pointed Gourd,	Plant Protection	,WEST BENGAL,BIRBHUM,MAYURESWAR-II,2018-09-03 20:31:03.003,20,9
HORTICULTURE,Vegetables,Brinjal,Seeds and Planting Material,WEST BENGAL,NADIA,NAKASHIPARA,2018-05-24 10:51:44.463,10,5
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,2018-10-26 09:50:44.137,9,10
AGRICULTURE,Others,Others,Weather,TELANGANA,NALGONDA,NARKETPALLY,2018-12-16 15:13:18.710,15,12
AGRICULTURE,Others,Others,Crop Insurance,CHHATTISGARH,RAIGARH,KHARSIA,2018-01-02 07:43:30.560,7,1
AGRICULTURE,Cereals,Wheat,Weather,UTTARAKHAND,NAINITAL,OKHALKANDA,2018-03-09 06:48:35.780,6,3
AGRICULTURE,Others,Others,Market Information,UTTARAKHAND,HARIDWAR,BHAGWANPUR,2018-02-13 11:31:49.583,11,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,NADAUTI,2018-09-09 12:09:33.940,12,9
AGRICULTURE,Cereals,Paddy (Dhan),Bio-Pesticides and Bio-Fertilizers,CHHATTISGARH,MAHASAMUND,SARAIPALI,2018-06-21 11:26:09.423,11,6
AGRICULTURE,Others,Others,	Plant Protection	,CHHATTISGARH,SURGUJA,LUNDRA,2018-09-01 07:21:07.307,7,9
AGRICULTURE,Cereals,Wheat,Government Schemes,UTTAR PRADESH,KUSHI NAGAR,NEBUA NAURANGIA,2018-01-13 20:01:42.770,20,1
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,KUBEER,2018-09-19 13:57:26.050,13,9
AGRICULTURE,Others,Others,Soil Testing,GUJARAT,KHEDA,MAHUDHA,2018-06-26 13:56:12.983,13,6
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,BAR,2018-04-04 07:15:32.033,7,4
AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,WARANGAL,DEVARUPPULA,2018-02-06 13:22:08.957,13,2
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,MAHARAHGANJ,MITHAURA,2018-05-29 13:11:45.597,13,5
AGRICULTURE,Others,Others,Weather,RAJASTHAN,TONK,UNIARA,2018-02-11 11:59:10.620,11,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,2018-06-08 09:16:01.947,9,6
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,VARANASI,SEVAPURI,2018-09-27 16:49:56.840,16,9
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BADAUN,WAZIRGANJ,2018-02-27 13:01:32.870,13,2
HORTICULTURE,Vegetables,Chillies,Agriculture Mechanization,TELANGANA,WARANGAL,PALAKURTHI,2018-02-09 16:39:51.610,16,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,SANGOD,2018-12-20 10:12:27.910,10,12
AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,WEST BENGAL,Cooch BIHAR,COOCH BEHAR-I,2018-01-06 11:25:15.647,11,1
HORTICULTURE,Fruits,Papaya,	Plant Protection	,GUJARAT,JAMNAGAR,BHANVAD,2018-05-12 18:01:59.917,18,5
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,KUBEER,2018-09-17 17:13:27.747,17,9
HORTICULTURE,Vegetables,Tomato,	Plant Protection	,WEST BENGAL,HOOGHLY,POLBA-DADPUR,2018-12-05 11:33:32.940,11,12
HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,TELANGANA,MAHABOOBNAGAR,DAMARAGIDDA,2018-07-15 16:25:03.287,16,7
AGRICULTURE,Millets,Maize (Makka),Weather,TELANGANA,KARIMNAGAR,BOINPALLI,2018-04-04 16:36:16.650,16,4
HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,MURSHIDABAD,BHAGAWANGOLA-I,2018-01-06 15:23:09.530,15,1
HORTICULTURE,Vegetables,Bottle Gourd ,Government Schemes,RAJASTHAN,JALOR,JALORE,2018-04-20 16:45:04.313,16,4
